OTU;Vigne_2023_106;Vigne_2023_52;Vigne_2023_150;Vigne_2023_346;Vigne_2023_90;Vigne_2023_329;Vigne_2023_107;Vigne_2023_26;Vigne_2023_54;Vigne_2023_337;Vigne_2023_21;Vigne_2023_345;Vigne_2023_334;Vigne_2023_97;Vigne_2023_159;Vigne_2023_18;Vigne_2023_92;Vigne_2023_84;Vigne_2023_339;Vigne_2023_15;Vigne_2023_37;Vigne_2023_115;Vigne_2023_83;Vigne_2023_57;Vigne_2023_343;Vigne_2023_127;Vigne_2023_154;Vigne_2023_148;Vigne_2023_116;Vigne_2023_147;Vigne_2023_153;Vigne_2023_105;Vigne_2023_9;Vigne_2023_128;Vigne_2023_36;Vigne_2023_332;Vigne_2023_50;Vigne_2023_89;Vigne_2023_3;Vigne_2023_78;Vigne_2023_86;Vigne_2023_123;Vigne_2023_130;Vigne_2023_344;Vigne_2023_81;Vigne_2023_66;Vigne_2023_39;Vigne_2023_12;Vigne_2023_156;Vigne_2023_328;Vigne_2023_124;Vigne_2023_20;Vigne_2023_95;Vigne_2023_110;Vigne_2023_144;Vigne_2023_134;Vigne_2023_70;Vigne_2023_141;Vigne_2023_55;Vigne_2023_152;Vigne_2023_91;Vigne_2023_80;Vigne_2023_114;Vigne_2023_118;Vigne_2023_85;Vigne_2023_158;Vigne_2023_23;Vigne_2023_29;Vigne_2023_98;Vigne_2023_94;Vigne_2023_168;Vigne_2023_61;Vigne_2023_166;Vigne_2023_340;Vigne_2023_131;Vigne_2023_17;Vigne_2023_10;Vigne_2023_48;Vigne_2023_136;Vigne_2023_102;Vigne_2023_2;Vigne_2023_327;Vigne_2023_16;Vigne_2023_88;Vigne_2023_34;Vigne_2023_77;Vigne_2023_330;Vigne_2023_341;Vigne_2023_103;Vigne_2023_117;Vigne_2023_59;Vigne_2023_338;Vigne_2023_347;Vigne_2023_63;Vigne_2023_146;Vigne_2023_28;Vigne_2023_125;Vigne_2023_24;Vigne_2023_35;Vigne_2023_138;Vigne_2023_82;Vigne_2023_101;Vigne_2023_45;Vigne_2023_71;Vigne_2023_163;Vigne_2023_139;Vigne_2023_Temoin_1;Vigne_2023_104;Vigne_2023_73;Vigne_2023_68;Vigne_2023_38;Vigne_2023_42;Vigne_2023_22;Vigne_2023_5;Vigne_2023_108;Vigne_2023_19;Vigne_2023_40;Vigne_2023_162;Vigne_2023_126;Vigne_2023_145;Vigne_2023_7;Vigne_2023_112;Vigne_2023_27;Vigne_2023_133;Vigne_2023_335;Vigne_2023_331;Vigne_2023_1;Vigne_2023_333;Vigne_2023_160;Vigne_2023_142;Vigne_2023_135;Vigne_2023_79;Vigne_2023_47;Vigne_2023_336;Vigne_2023_119;Vigne_2023_67;Vigne_2023_Temoin_2;Vigne_2023_13;Vigne_2023_6;Vigne_2023_49;Vigne_2023_167;Vigne_2023_46;Vigne_2023_155;Vigne_2023_25;Vigne_2023_149;Vigne_2023_151;Vigne_2023_65;Vigne_2023_44;Vigne_2023_109;Vigne_2023_14;Vigne_2023_41;Vigne_2023_74;Vigne_2023_30;Vigne_2023_100;Vigne_2023_87;Vigne_2023_137;Vigne_2023_62;Vigne_2023_121;Vigne_2023_72;Vigne_2023_111;Vigne_2023_53;Vigne_2023_31;Vigne_2023_64;Vigne_2023_120;Vigne_2023_4;Vigne_2023_122;Vigne_2023_140;Vigne_2023_96;Vigne_2023_43;Vigne_2023_93;Vigne_2023_143;Vigne_2023_157;Vigne_2023_99;Vigne_2023_32;Vigne_2023_165;Vigne_2023_58;Vigne_2023_33;Vigne_2023_69;Vigne_2023_164;Vigne_2023_51;Vigne_2023_60;Vigne_2023_75;Vigne_2023_76;Vigne_2023_113;Vigne_2023_8;Vigne_2023_129;Vigne_2023_161;Vigne_2023_132;Vigne_2023_34300;Vigne_2023_342;Vigne_2023_11;Vigne_2023_56;TotalCount;MappingConfidence
MH730802.1;0;1;0;0;0;0;0;0;0;0;59;0;0;0;0;75;0;9;0;44;0;106;0;0;0;3;0;0;0;4;0;0;38;0;0;7;0;0;0;59;0;14;0;0;0;1;1;81;1;1;0;177;0;0;0;0;0;0;0;0;0;7;15;1;0;0;23;1;0;0;0;44;2;0;0;268;0;1;1;0;0;0;448;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;109;1;0;0;0;0;122;0;0;31;121;2;12;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;225;0;0;0;0;0;113;0;0;49;0;7;0;0;169;95;0;21;0;0;1;5;0;0;0;445;45;0;0;0;0;2;0;60;3;0;10;0;1;1;0;0;0;112;275;1;0;7;0;0;3;0;0;12;0;3565;37.57%
MH730809.1;0;4;3;0;1;4;1;4;1;0;40;1;1;0;2;27;0;2;1;1036;11611;334;3;1;1;11;1;1;0;0;1;1;32;0;2;3;2;1;2;0;0;4440;0;1;1;2;5;1816;0;2;2;48;0;0;1;1;3;2;4;0;0;11;9;1;2;1;19;1;0;2;0;2;5147;0;0;232;0;4;3;2;3;1;1253;5;1160;0;2;0;2;0;3;2;2;3;0;165;0;18;10;1;4;0;109;2;0;8;1;0;1;2;1;19;36;2;7736;3;0;0;1;0;4806;1;37;0;1;2;2;2;2;0;0;1;1;3;3388;0;1;3972;9;3;1;1;0;49;0;0;7;2;258;1;1;50;646;0;14;1;2;3;37;1;1;2;207;5;4;0;0;0;1;1;2;4;0;5368;0;2;9;1;1;1;15;93;1;0;12043;0;2;0;0;2;6;0;66530;17.17%
KT795473.1;0;11;0;0;0;10;0;17;10;0;6;0;0;0;0;8;0;11;0;10;10;4;9;8;0;0;0;0;0;1;0;0;14;2;3;8;19;0;7;24;16;3;3;0;12;9;5;14;0;6;1;11;0;0;1;0;8;1;10;0;0;0;0;0;9;0;7;6;0;0;0;4;0;1;0;15;7;7;0;0;21;4;6;7;9;9;12;0;0;0;11;0;0;10;1;2;0;9;5;0;13;0;10;11;0;0;4;0;6;11;10;12;0;19;1;10;5;0;0;0;10;0;10;0;0;8;12;4;0;0;0;14;5;0;457;6;0;12;15;15;0;6;1;14;0;0;10;12;4;19;12;11;5;0;4;0;15;1;8;0;10;6;38762;2;14;0;0;0;8;0;2;0;0;9;0;23;15;4;0;11;7;12;10;0;13;0;0;0;0;0;17;12;40193;99.71%
MW599273.1;0;2;0;0;0;0;0;2;2;0;10;0;0;0;0;13;1;1;0;32;530;82;1;1;1;16;0;0;0;0;0;0;3;0;1;0;1;0;0;1;0;296;1;0;0;1;1;52;0;0;2;94;0;0;4;0;0;1;0;0;0;1;14;0;0;0;15;1;0;0;0;14;272;1;2;113;0;0;2;0;0;0;74;0;1777;0;0;0;1;0;0;0;1;1;0;41;0;26;4;0;1;0;7;0;1;0;0;0;0;1;2;1;32;1;393;1;0;2;0;1;331;0;3;0;0;1;0;1;0;0;0;1;0;1;291;0;0;137;8;1;0;1;0;490;0;0;2;0;92;2;0;9;391;0;17;0;1;0;2;0;2;1;70;11;3;0;0;0;0;0;1;0;0;139;0;0;6;0;0;2;1;211;0;0;257;0;0;0;0;0;39;0;6480;39.08%
MG865548.1;0;2;1;0;0;0;1;1;0;0;7;3;0;0;0;163;1;6;0;5;2;4;0;0;2;5;0;0;0;0;0;0;4;5;1;4;0;0;1;31;0;24;1;0;1;0;0;8;0;0;0;1;0;0;1;0;0;1;0;0;0;11;5;0;1;1;2;2;0;4;0;13;2;0;1;4;0;0;0;2;1;0;6;2;4;1;0;1;1;0;1;0;0;1;0;1;1;1;0;1;1;2;1;1;1;2543;0;0;15;0;3;0;1;0;8;1;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;3;7;2;2;1;0;0;42;0;1;38;1;7;0;3;34;10;0;4;0;0;0;291;0;0;0;67;2;0;1;0;1;501;0;18;0;0;10;0;2;3;0;1;0;49;64;0;3;14;0;3;0;0;0;1;3;4128;95.22%
MG865591.1;0;2;0;4;0;4;1;0;2;1;12;2;0;3;0;15;0;186;6;40;2;378;0;2;2;372;3;3;0;175;1;6;30;19;0;12;2;3;0;22424;3;611;21;6;3;2;3;43;2;6;0;16;0;0;19;0;1;0;0;0;3;4894;298;1;0;1;4;11;0;0;1;7840;5;1;42;19;0;1;23;0;1;7;4;1;4;0;2;2;3;2;3;3;6;4;0;2;2;4;3;0;6;1;1;1;0;54557;4;2;516;0;0;1;2;2;3147;1;0;0;0;2;9;1;2;1;1;5;0;7;1;2;0;0;4;1;624;1;4;32;44;2;0;3;0;117;2;4;22875;0;48;11;2;25060;6269;2;2;8;0;2;1247;3;1;4;2;868;4;1;5;2;233;0;13773;16;1;44;0;3;11;4;0;4;7874;6078;9;4;17;1;0;27;3;5;5;2;181285;99.98%
AY198306.3;0;3;0;0;1;4;0;1;6;0;258;3;0;0;0;40;2;4;1;5596;5;135;1;3;1;129;0;1;0;252;0;0;24;4;3;17;5;0;1;465;5;66;12;0;2;3;3;11;1;3;0;37;0;0;3;0;3;0;3;1;0;73;4169;1;5;0;36;12;0;0;1;238;1;0;12;19;6;9;4;0;1;3;125;2;11;3;1;0;1;0;10;1;5;3;0;3;0;6;6;0;6;0;10;5362;0;2;1;0;4;3;1;5;7;4;100;2;1;0;0;0;5;1;3;0;0;2;9;9;0;0;0;1;4;0;168;4;0;26;32;17;0;4;0;22;1;0;503;2;42;5;11;581;178;0;17;1;5;1;540;0;3;1;45;61;6;0;1;1;465;0;452;3;1;12;0;7;17;1;2;4;551;842;3438;1;3;1;1;3;1;1;11;3;25525;97.42%
HQ643417.1;0;3;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;3;1;0;1;2;0;0;0;0;0;0;1;3;0;2;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;0;1;1;2;0;0;0;0;2;0;0;0;0;501;0;1;1;0;1;0;3425;1;0;0;1;0;2;0;0;7497;1;0;0;0;0;0;0;0;3;0;65;0;0;1;0;0;0;0;0;3;0;0;0;0;0;1;2;3;0;0;0;4;0;0;0;0;0;2;7;0;1;0;2;0;0;0;3;0;0;0;0;0;2;0;0;0;3;0;0;0;0;4;0;1916;1;0;0;0;1;0;1;0;0;0;0;0;0;0;3;3;13508;0.0%
MT734672.1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;1;0;3;0;0;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;3;0;0;0;1;0;0;0;0;0;250;1;1;2;0;0;0;0;0;0;9;2;0;0;0;4;4;0;0;0;99;0;0;0;200;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;0;0;2;2;0;1;1;0;0;40;0;3;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;260;0;0;1;0;0;0;0;4;30;0;30;0;0;0;3;0;0;0;0;4;0;0;0;0;1;0;358;0;0;0;0;2;0;0;0;2;2;437;0;0;0;0;0;0;0;0;53;0;1883;96.67%
HQ643682.1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;105;0;2;0;0;1;0;3185;0;0;0;1;0;0;1;0;934;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;250;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;4525;4.23%
AY198300.3;0;6;0;0;0;3;0;4;7;0;3170;0;0;0;0;6934;0;9;0;130;1;38;3;10;0;1;0;0;0;9;0;0;69;2;9;6;7;0;9;147;4;81;2;0;3;4;2;15;0;6;0;223;0;0;0;0;6;0;4;0;0;25;94;0;6;0;215;166;0;0;1;54;6;0;3;699;5;4;0;0;2;2;739;4;15;3;7;0;0;0;5;0;0;2;1;6;0;29;3;0;13;0;197;7;0;6;3;0;10;2;6;70;227;17;77;9;3;0;0;0;33881;0;3;0;0;2;5;3;0;0;0;124;3;0;48;3;0;219;8;2;0;5;0;107;0;0;132;4;9;4;7;438;320;0;26;0;6;0;17;0;4;4;847;6;8;0;0;0;30;1;85;0;0;500;0;7;19;3;0;2;119;180;4;0;3442;0;0;0;0;0;19868;5;74177;61.94%
AY211016.1;0;1;0;1;0;0;0;0;0;0;38;0;0;0;0;9;0;2;0;21;24;47;0;0;0;0;0;1;0;0;0;0;7;0;0;0;1;0;0;0;0;28;0;0;0;0;0;11;0;0;0;62;0;0;8;0;0;0;0;0;0;9;132;0;0;0;13;0;0;0;0;2;28;0;2;94;0;0;0;0;0;0;46;0;40;0;0;0;0;0;0;0;0;0;0;28;0;45;23;0;0;0;12;1;0;0;1;0;0;0;0;4;31;1;39;0;0;0;0;0;5;9;0;0;0;0;1;0;0;0;0;0;0;0;56;0;0;47;14;0;1;0;0;109;0;0;0;0;51;0;0;19;60;1;5;0;0;0;0;0;1;0;62;6;3;0;0;0;1;0;0;0;0;9;0;0;19;0;0;0;5;73;0;0;110;0;0;0;0;0;15;0;1494;23.87%
MG783381.1;0;1;0;0;0;0;0;0;0;1;25;0;0;0;1;36;0;16;2;20;0;128;0;0;0;5;0;0;0;94;2;2;72;54;0;0;6;0;0;1;1;52;40;0;0;0;0;123;0;0;0;115;2;0;8;1;1;1;0;0;0;7;71;0;0;0;3;12;0;0;0;22;0;0;4;52;0;0;1;1;0;0;10;11;42;0;0;1;1;0;0;0;1;0;0;9;0;17;0;0;1;1;0;63;0;26;0;0;128;0;0;0;5;9;37;0;1;0;0;0;69;1;0;0;0;1;0;1;0;0;0;0;2;0;12;0;0;93;1;0;0;1;0;92;0;1;1;1;103;0;0;4;8;0;1;5;0;0;5;1;0;0;3;92;1;0;0;0;0;0;99;14;0;3;0;0;1;1;0;0;14;29;18;1;73;0;0;1;0;0;11;0;2110;36.49%
MW599272.1;0;1;0;0;0;3;0;0;0;1;10;0;0;0;0;39;0;1;0;1578;262;30;0;0;2;4;0;1;0;0;0;0;8;0;0;3;0;1;0;1;1;873;1;0;1;1;0;1679;1;0;0;175;1;0;8;0;0;0;0;0;0;9;25;0;0;0;17;0;0;0;0;9;293;0;2;204;0;1;0;0;3;3;954;0;787;0;0;0;0;0;0;0;0;1;0;9;0;30;19;0;1;0;5;2;0;52;3;0;2;1;2;10;53;0;244;1;0;0;0;0;553;0;2;0;0;0;2;1;0;0;0;1;0;0;379;0;0;5886;18;0;0;3;0;197;0;0;1;0;18;2;2;23;74;0;13;0;3;0;6;0;2;2;69;1;4;0;0;0;1;0;1;0;0;6617;0;2;17;2;0;1;6;255;1;0;17893;0;0;0;0;0;28;1;39515;33.77%
MH730808.1;0;1;1;0;0;0;0;0;0;0;27;0;0;0;0;28;0;0;1;11;12;32;0;0;0;27;0;0;0;0;0;0;2;0;1;1;0;0;0;1286;0;2856;0;2;0;1;0;12;0;0;0;977;0;0;15;0;0;0;0;0;0;188;129;0;0;0;17;0;0;0;0;491;0;1;2;951;0;0;0;0;0;3;20;0;148;0;0;0;0;0;1;0;1;0;0;33;0;94;2;0;0;0;3;0;0;0;1;0;0;0;0;1;45;0;322;1;0;0;1;0;452;0;0;0;0;1;0;0;0;0;1;0;0;0;702;0;0;79;18;0;0;0;0;960;0;0;1159;0;14;0;2;1194;578;0;19;0;0;1;16;1;0;0;2;3;1;0;0;0;42;0;605;0;0;11;0;0;22;0;0;1;912;1621;0;0;111;0;0;3;1;0;41;0;16321;67.97%
MT554398.1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;31;0;7;1;9;3;4;0;0;0;17;0;0;0;0;0;1;69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;7;0;0;11;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;32;0;0;2;0;0;0;0;0;0;8;0;239;0;0;0;0;0;0;0;0;0;0;18;0;2;1;0;4;1;0;0;0;795;0;0;2;0;0;0;0;0;26;0;0;0;0;0;52;1;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;10;0;1;0;0;0;2;0;0;0;0;24;0;0;0;11;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;17;4;0;0;39;0;0;0;1;1;4;1;1491;80.76%
MH730817.1;0;4;0;3;0;0;1;134;2;2;310;3;0;1;2;44;0;6;1;1194;44424;1231;4;2;2;34;1;0;0;0;0;0;33;0;8;3;6;3;1;27;1;11136;2;0;7;1;2;503;0;4;1;272;1;0;345;0;4;0;1;0;2;5;1507;1;4;1;864;2;0;1;0;10;8922;0;0;606;2;1;3;0;3;3;195;5;3764;1;1;0;1;0;3;1;3;0;0;823;0;2123;1761;0;9;2;216;4;0;1;3;3;4;2;1;28;1331;3;29601;2;2;0;2;0;13298;3;31;0;0;5;3;1;0;0;0;3;5;1;8776;2;4;1515;1311;3;1;3;4;1633;1;2;11;3;706;6;3;74;1863;1;30;0;2;2;7;1;11;2;186;92;556;1;1;1;7;0;7;1;1;726;3;26;1421;7;1;3;23;50;1;2;4135;0;2;0;3;3;843;1;149028;7.55%
MG542997.1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;28;0;0;0;0;0;0;3;0;0;0;0;0;0;16;2;5;0;0;2;1;1;1;0;1;0;2;0;0;0;0;0;0;0;0;0;141;0;0;0;0;1;0;0;0;0;9;0;0;0;1;0;1;0;0;3;0;2;0;3;1;1;0;0;0;3;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;0;2;0;0;3;4;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;6;0;1;2;2;18;38;1;0;0;0;0;389;0;0;0;1;0;2;0;0;0;3;0;53;0;0;0;0;2;0;2;0;1;0;47;2;0;3;0;0;0;0;0;0;0;830;86.69%
MH023352.1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;229;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;263;38.97%
HQ643442.1;0;1;0;0;0;1;0;1;0;0;0;0;2998;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;4;0;0;0;1;1;8209;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;78;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;3;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;4;0;0;0;1;0;2;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;11353;99.32%
MG865534.1;0;1;0;0;0;0;1;0;0;0;40;0;1;0;0;25;0;1;0;0;0;195;0;1;2;3;1;0;0;224;0;0;42;46;0;0;2;0;0;22;0;32;136;1;0;0;0;74;0;0;0;87;1;0;13;0;0;3;0;0;0;6;242;0;0;0;2;36;0;0;0;8;0;0;0;61;0;0;0;0;0;0;18;13;11;1;1;0;0;0;3;0;0;0;1;18;0;32;0;0;0;1;0;0;0;1;0;0;2;0;0;0;18;10;146;0;0;0;0;0;84;1;0;0;1;0;0;1;0;0;0;1;3;2;61;0;0;67;0;0;1;0;0;98;0;0;12;0;369;1;0;17;21;1;10;5;0;0;10;0;0;0;1;204;0;1;0;1;8;0;228;1;0;0;0;0;1;1;0;1;9;93;11;0;93;0;0;1;2;0;37;0;3044;49.84%
MT707332.1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;7;0;0;18;14;0;0;1;0;0;0;0;4;5;0;0;0;0;5;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;2;0;0;0;1;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;136;33.16%
MH730806.1;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;18;0;0;0;18;0;5;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0;0;4;0;13;0;0;0;0;2;7;0;0;0;1165;0;0;1;0;0;0;1;0;0;0;2;0;0;0;16;0;0;0;0;73;0;0;0;1206;0;0;0;0;0;0;13;2;2;0;0;0;0;0;2;0;0;0;0;8;0;6;0;0;0;0;0;0;0;4;1;0;0;0;0;0;34;0;12;1;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0;5;0;0;0;3;0;1187;0;0;4;0;1;2;1;7;8;0;23;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;3;1692;0;0;7;0;0;0;0;0;36;0;5642;96.88%
JQ031190.1;0;1;0;0;0;0;0;0;0;0;99;0;0;0;0;24;0;0;1;4;0;2;0;0;0;1;0;0;0;0;0;0;12;0;0;1;0;0;0;3;0;4;0;0;1;0;0;0;0;0;0;36;0;1;2;0;0;0;1;0;0;11;13;0;0;0;18;0;0;0;0;0;1;0;0;1;0;1;21;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;13;1;0;4;0;0;2;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;26;0;0;0;0;12;0;0;1;0;3;0;1;5;23;0;13;0;0;0;14;0;0;0;18;4;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;6;0;0;0;23;0;0;0;0;0;1;0;461;58.81%
MG865576.1;0;0;1;0;0;1;0;0;0;0;257;0;0;0;0;134;0;34;1;27;0;41;0;0;1;14;0;0;0;15;0;1;19;5;0;1;0;0;0;4;0;57;0;0;0;1;0;28;0;0;0;26;0;0;3;0;0;0;0;1;0;18;129;1;0;0;7;0;0;0;0;14;9;0;224;9;1;0;7;0;0;0;4;2;10;0;0;0;2;0;2;0;0;5;0;6;1;7;4;0;1;0;1;13;0;286;1;1;26;0;1;0;0;1;38;0;0;4;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;30;0;1;12;93;0;0;0;0;68;0;0;1;1;317;1;0;1;10;0;4;0;0;0;28;0;0;1;17;142;0;0;0;1;5;0;2;3;0;63;1;0;44;0;0;0;3;42;0;1;26;0;0;123;0;0;13;0;2570;97.74%
DQ885385.1;0;0;1;0;0;0;0;0;1;0;34;0;1;0;0;3;0;1;0;151;129;228;0;2;0;54;1;1;0;2;0;0;8;1;0;1;2;1;1;1;0;137;1;0;3;2;0;110;0;1;0;2;1;0;1;0;0;0;1;1;1;41;98;2;0;1;8;1;1;1;1;8;1155;0;13;1;3;0;0;2;0;1;100;1;161;0;1;0;2;0;0;0;4;0;0;105;1;6;2;1;1;0;1;1;1;0;1;0;1;1;0;0;2;0;206;0;0;0;0;0;225;0;1;0;2;0;0;2;0;0;0;0;0;1;371;0;1;149;9;1;2;1;0;14;0;0;3;1;288;0;0;0;161;0;5;0;1;1;64;0;4;1;0;24;1;1;1;0;1;0;2;1;1;187;0;0;8;0;1;0;3;3;0;0;575;1;2;8;1;0;18;0;4968;53.93%
MG865509.1;0;0;2;3;0;0;1;0;0;0;35;3;0;0;5;9;3;1;2;2;0;85;0;2;1;32;4;2;0;386;0;2;56;86;0;0;3;2;0;1;0;95;83;2;0;0;0;40;2;1;0;76;2;1;14;0;0;1;0;0;0;4;146;0;0;2;5;20;0;1;0;3;0;2;0;18;0;0;0;1;0;0;37;13;15;0;0;4;3;1;0;7;1;0;1;7;0;17;1;0;0;1;0;0;4;4;0;0;3;0;0;0;2;4;106;0;0;0;3;0;56;1;0;2;0;0;0;0;0;5;2;1;3;1;78;0;3;69;0;0;2;0;0;11;0;0;0;0;166;0;2;5;7;0;0;1;1;5;3;0;0;0;8;147;0;2;1;4;0;2;169;0;2;0;0;0;2;0;3;1;1;1;15;0;40;0;4;5;2;1;0;0;2315;19.19%
KT249036.1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0%
MT762301.1;0;0;1;0;0;0;0;0;0;0;39;0;0;1;0;14;0;0;0;38;0;173;0;0;0;12;0;0;0;554;0;0;37;202;0;0;0;0;0;0;0;166;193;0;0;0;0;50;0;0;1;56;0;0;48;0;0;2;0;0;0;0;215;0;0;0;12;17;0;0;0;113;0;0;0;23;0;0;0;0;0;0;5;2;11;0;0;0;0;0;0;0;0;0;0;16;0;41;1;0;1;0;0;0;0;0;0;0;2;0;0;0;2;6;233;0;0;1;0;0;16;0;0;0;0;0;0;0;0;0;0;1;7;0;111;0;0;47;1;0;0;0;0;18;0;0;0;0;369;0;0;34;288;0;0;6;0;0;0;0;0;0;4;235;0;0;0;0;0;0;213;0;1;0;0;0;0;0;0;0;1;4;14;0;40;0;0;5;0;0;0;0;3703;35.05%
MG865589.1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;21;0;0;0;7;0;1;0;0;0;0;21;1;0;0;0;83;9;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;72;0;0;0;178;1;0;0;113;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;88;0;0;0;121;0;1;0;0;131;0;0;0;0;7;0;0;0;14;0;0;0;0;0;0;1;0;0;0;145;1;0;0;0;0;0;24;156;0;74;0;0;113;0;0;0;0;5;0;0;1;1;0;115;1;0;12;0;1704;92.05%
